PLAYER,WIN,GAME,WIN_PROB
Yani_Michael,4,17,0.2353
Yoon_YongIl,4,12,0.3333
Zahr_Hakan,4,15,0.2667
Zhang_Ze,4,14,0.2857
Zuleta_Eduardo,4,23,0.1739
Zverev_Alexander,4,11,0.3636
Acioly_Ricardo,3,9,0.3333
Alciati_Marco,3,11,0.2727
Ali_Zeeshan,3,11,0.2727
Aparisi_JoseLuis,3,12,0.25
Bagnis_Facundo,3,10,0.3
Baguena_Juan_Carlos,3,21,0.1429
Baker_Jamie,3,19,0.1579
Ballauff_Peter,3,9,0.3333
Balleret_Benjamin,3,10,0.3
Bardsley_Tony,3,23,0.1304
Barlow_Russell,3,12,0.25
Barthez_Lionel,3,12,0.25
Bartoni_Franco,3,13,0.2308
Bergh_Rikard,3,14,0.2143
Binns_Ken,3,6,0.5
Blackman_Martin,3,15,0.2
Bleckinger_Dan,3,10,0.3
Brent_Rod,3,7,0.4286
Burrow_Andrew,3,10,0.3
Cadart_Rodolphe,3,9,0.3333
Cakl_Tomas,3,12,0.25
Campbell_Peter,3,23,0.1304
Capalik_Kristian,3,8,0.375
Carballes_Baena_Roberto,3,7,0.4286
Castigliano_Eugenio,3,13,0.2308
Chang_Albert,3,16,0.1875
Chavez_Roberto,3,11,0.2727
Conde_Jose_Antonio_Pepe,3,11,0.2727
Dickinson_Brett,3,11,0.2727
Donovan_Tim,3,5,0.6
Doyle_Grant,3,28,0.1071
Dunn_Brian,3,13,0.2308
Dzelde_Girts,3,12,0.25
Eagle_Joshua,3,14,0.2143
Eitzinger_Rainer,3,9,0.3333
El_Dawoudi_Aly,3,8,0.375
Elgin_Mikhail,3,12,0.25
Emmrich_Thomas,3,5,0.6
Engert_Hans,3,15,0.2
Farah_Robert,3,9,0.3333
Ferreira_Ellis,3,9,0.3333
Friedl_Leos,3,8,0.375
Garcia_Tim,3,24,0.125
Gardner_John,3,12,0.25
Garetto_Gustavo,3,9,0.3333
Giannessi_Alessandro,3,9,0.3333
Gildemeister_Heinz,3,10,0.3
Gonzalez_Adolfo,3,6,0.5
Gunning_Chris,3,10,0.3
Hadad_Amir,3,6,0.5
Harrington_Mike,3,6,0.5
Herrera_Juan,3,16,0.1875
Hirszon_Sasa,3,12,0.25
Hombrecher_Alexis,3,9,0.3333
Hoyt_Hubertus,3,21,0.1429
Irvine_Douglas,3,5,0.6
Jeanpierre_Julien,3,5,0.6
Johnston_Peter,3,18,0.1667
Kalovelonis_George,3,14,0.2143
Kaneko_Hideki,3,11,0.2727
Khachanov_Karen,3,7,0.4286
Koenig_Robbie,3,14,0.2143
Kutsenko_Vadim,3,12,0.25
Laaksonen_Henri,3,12,0.25
Larkham_Todd,3,17,0.1765
Lewis_John_Chris,3,18,0.1667
Lewis_Mark,3,9,0.3333
Lin_Bing_Chao,3,9,0.3333
Lochbihler_Stefan,3,10,0.3
Lofgren_Bill,3,22,0.1364
MacLagan_Miles,3,12,0.25
Mancisidor_Alejo,3,14,0.2143
Mandl_Gerald,3,10,0.3
Marrero_David,3,9,0.3333
Matthews_Dennis,3,8,0.375
Mcgrath_John,3,6,0.5
Menezes_Mauro,3,16,0.1875
Merklein_Mark,3,14,0.2143
Merlo_Giuseppe,3,11,0.2727
Meyer_Christoph,3,6,0.5
Meyers_Joe,3,9,0.3333
Milligan_Luke,3,10,0.3
Moir_Kevin,3,13,0.2308
Moore_Jim,3,7,0.4286
Myers_Stephen,3,13,0.2308
Naor_Amit,3,10,0.3
Naso_Gianluca,3,14,0.2143
Navarra_Mose,3,12,0.25
Nichols_Bruce,3,21,0.1429
Nicolas_Eduardo,3,7,0.4286
Nyborg_Peter,3,14,0.2143
Palmer_Olle,3,9,0.3333
Parun_Tony,3,17,0.1765
Pavic_Mate,3,11,0.2727
Pawsat_Tim,3,10,0.3
Phillips_Michael,3,8,0.375
Pollard_Geoff,3,7,0.4286
Pouille_Lucas,3,11,0.2727
Prucha_Jiri,3,12,0.25
Pugayev_Konstantin,3,6,0.5
Recouderc_Laurent,3,15,0.2
Redondo_Walter,3,13,0.2308
Reichel_Alexander,3,11,0.2727
Rheinberger_Robert,3,26,0.1154
Robbins_Franklin,3,24,0.125
Roubicek_Vaclav,3,12,0.25
Royappa_Jay,3,12,0.25
Rudeen_Rick,3,9,0.3333
Sack_Lester,3,5,0.6
Saliola_Marcelo,3,6,0.5
Schwartzman_Diego,3,12,0.25
Segal_Abe,3,13,0.2308
Sharpe_John,3,10,0.3
Sherbeck_Eric,3,7,0.4286
Shore_Mike,3,12,0.25
Sidorenko_Alexandre,3,10,0.3
Silberstein_Gabriel,3,9,0.3333
Sisson_Beejong,3,9,0.3333
Skugor_Franko,3,10,0.3
Soler_Fernando,3,9,0.3333
Sorensen_Sean,3,22,0.1364
Steele_III_Chauncey,3,15,0.2
Stoppini_Andrea,3,11,0.2727
Stubs_Colin,3,17,0.1765
Sturdza_Dimitri,3,26,0.1154
Svensson_Stefan,3,14,0.2143
Sylvan_Christopher,3,9,0.3333
Tezuka_Yuji,3,8,0.375
Valeri_Massimo,3,12,0.25
Varlet_Julien,3,11,0.2727
Velez_Eduardo,3,8,0.375
Vogel_Richard,3,12,0.25
Warner_Scott,3,10,0.3
Wassen_Rogier,3,14,0.2143
Werren_Mathias,3,11,0.2727
Widjojo_Gondo,3,7,0.4286
Wijono_Atet,3,11,0.2727
Wilborts_Eric,3,12,0.25
Wooldridge_Mark,3,13,0.2308
Yonezawa_Toru,3,10,0.3
Abel_Maximilian,2,9,0.2222
Albano_Pablo,2,9,0.2222
Alvarez_William,2,13,0.1538
Amend_Eric,2,3,0.6667
Andersen_Jan_Frode,2,10,0.2
Arilla_Jose_Luis,2,13,0.1538
Aubone_Ricardo,2,4,0.5
Auckland_James,2,3,0.6667
Avis_Paul,2,7,0.2857
Baccanello_Paul,2,9,0.2222
Bale_Lan,2,5,0.4
Barba_Martin,2,7,0.2857
Barrientos_Felix,2,5,0.4
Basic_Mirza,2,5,0.4
Behrens_Bill,2,5,0.4
Benson_John,2,10,0.2
Beven_Rohun,2,10,0.2
Bezecny_George,2,9,0.2222
Bhupathi_Mahesh,2,16,0.125
Blake_Joey,2,4,0.5
Blake_Thomas,2,7,0.2857
Bohli_Stephane,2,21,0.0952
Borroni_Corrado,2,4,0.5
Botfield_Stephen,2,8,0.25
Botha_Dean,2,3,0.6667
Bouteyre_Pierre,2,5,0.4
Brasington_Jack,2,10,0.2
Brown_David,2,8,0.25
Brown_Mike,2,4,0.5
Bruguera_Luis,2,12,0.1667
Brunet_Regis,2,9,0.2222
Bulant_Jaroslav,2,9,0.2222
Burtscher_Roland,2,8,0.25
Cabello_Francisco,2,7,0.2857
Caldwell_David,2,11,0.1818
Campana_Pablo,2,6,0.3333
Castanon_Jose,2,18,0.1111
Caswell_Ned,2,7,0.2857
Chabalgoity_Carlos,2,4,0.5
Chang_EuiJong,2,9,0.2222
Chapacu_Hugo,2,5,0.4
Chatman_Junie,2,9,0.2222
Childs_Lee,2,10,0.2
Christensen_Morten,2,8,0.25
Clarke_Simon,2,6,0.3333
Clemens_Tobias,2,4,0.5
Clements_Tim,2,5,0.4
Cocks_Max,2,3,0.6667
Cohen_Jeremy,2,8,0.25
Colas_Jesus,2,10,0.2
Couder_Juan,2,6,0.3333
Courcol_Daniel,2,6,0.3333
Csoknyai_Bertalan,2,4,0.5
Dadillon_Bruno,2,6,0.3333
Daniel_Taro,2,7,0.2857
Davies_Willie,2,4,0.5
Davis_John,2,5,0.4
De_Jesus_Freddie,2,11,0.1818
Delic_Mate,2,8,0.25
Demuynck_Karel,2,8,0.25
Devening_Brian,2,11,0.1818
Diaz_Manuel,2,6,0.3333
Dirzu_Andrei,2,4,0.5
Dron_Sever,2,9,0.2222
Dzumhur_Damir,2,6,0.3333
Edwards_Craig,2,10,0.2
El_Amrani_Reda,2,6,0.3333
El_Sawy_Tamer,2,13,0.1538
Eleskovic_Ervin,2,10,0.2
Erlich_Eyal,2,10,0.2
Evans_Keith,2,9,0.2222
Falderbaum_Frank,2,6,0.3333
Farrow_Buff,2,6,0.3333
Fauquier_Harry,2,6,0.3333
Faurel_JeanChristophe,2,9,0.2222
Ferreiro_Franco,2,6,0.3333
Fischer_Martin,2,20,0.1
Flanagan_Ian,2,3,0.6667
Flygt_Kalle,2,5,0.4
Fraser_John,2,3,0.6667
Freer_Bill,2,11,0.1818
Freer_William,2,8,0.25
Fukarek_Ota,2,15,0.1333
Gabrichidze_Vladimir,2,8,0.25
Gamonal_Hermes,2,8,0.25
Gattiker_Carlos,2,27,0.0741
Gentil_Fernando,2,7,0.2857
Geyer_Christian,2,8,0.25
Ghem_Andre,2,5,0.4
Giner_Juan,2,5,0.4
Goldberg_Dan,2,10,0.2
Guez_David,2,16,0.125
Gunthardt_Markus,2,17,0.1176
GutierrezFerrol_Sergio,2,4,0.5
Hagelauer_Patrice,2,10,0.2
Hageskog_CarlAxel,2,4,0.5
Haldin_Thomas,2,13,0.1538
Hall_Lawrence,2,7,0.2857
Hawkes_Richard,2,17,0.1176
Henricsson_Per,2,10,0.2
Hernandez_Juan,2,3,0.6667
Hernando_Rudy,2,7,0.2857
Herr_Howard,2,7,0.2857
Hewitt_Ashley,2,8,0.25
Hill_Michael,2,7,0.2857
Holmstrom_Bo,2,9,0.2222
Hoskowetz_Rudolf,2,6,0.3333
Houston_Dale,2,5,0.4
Hunt_Woody,2,5,0.4
Iles_Clay,2,5,0.4
ImazRuiz_Jose,2,6,0.3333
Imonitie_David,2,5,0.4
Iqbal_Munawar,2,9,0.2222
Jackson_Peter,2,4,0.5
Kato_Sachio,2,12,0.1667
Kelly_Ray,2,11,0.1818
Kempers_Tom,2,8,0.25
Klein_Brydan,2,6,0.3333
Kokkinakis_Thanasi,2,8,0.25
Kornienko_Igor,2,6,0.3333
Kreiss_Mike,2,21,0.0952
Kreiss_Tom,2,8,0.25
Krinsky_Julian,2,10,0.2
Krishnan_Ramanathan,2,6,0.3333
Kurucz_Alex,2,12,0.1667
Kutrovsky_Dimitar,2,3,0.6667
Lee_Mike,2,5,0.4
Lehnhoff_Phil,2,7,0.2857
Leius_Toomas,2,5,0.4
Little_Trevor,2,6,0.3333
Lloyd_Tony,2,4,0.5
Lobo_Luis,2,4,0.5
Lodder_JanWillem,2,4,0.5
Lombardi_Roberto,2,14,0.1429
Lynch_Tomas,2,9,0.2222
Maggi_Fabio,2,6,0.3333
Malik_Adam,2,4,0.5
Marcaccio_Gustavo,2,5,0.4
Marti_Javier,2,13,0.1538
Marti_Yann,2,6,0.3333
Matsui_Toshihide,2,4,0.5
Mazza_Edoardo,2,10,0.2
McDonald_John,2,5,0.4
McHugo_Colin,2,6,0.3333
McKinley_Charles,2,4,0.5
McMillan_Kenneth,2,24,0.0833
Medica_Eduardo,2,6,0.3333
Meneschincheri_Famiano,2,8,0.25
Meneschincheri_Marco,2,12,0.1667
Merenstein_Boaz,2,6,0.3333
Mergea_Florin,2,4,0.5
Meyers_Mark,2,9,0.2222
Millman_John,2,9,0.2222
Millot_Vincent,2,11,0.1818
Miyachi_Kotaro,2,4,0.5
Molino_Armand,2,4,0.5
Mordegan_Federico,2,11,0.1818
Mortensen_Michael,2,4,0.5
Muller_Johnny,2,5,0.4
Musalem_Pancho,2,5,0.4
Nielsen_Mark,2,10,0.2
OBryant_Danny,2,8,0.25
Olander_Lars,2,6,0.3333
Olaso_Guillermo,2,6,0.3333
Olivo_Renzo,2,3,0.6667
Olvera_Miguel,2,6,0.3333
Ouahab_Lamine,2,10,0.2
Page_Brian,2,5,0.4
Pampoulov_Bojidar,2,4,0.5
Pavic_Ante,2,9,0.2222
Peliwo_Filip,2,5,0.4
Perlant_JeanBaptiste,2,6,0.3333
Petrovic_Dejan,2,8,0.25
Petrovic_Glenn,2,12,0.1667
Pirow_Brent,2,11,0.1818
Ponte_Felix,2,15,0.1333
Presslie_Jamie,2,4,0.5
Prpic_Filip,2,12,0.1667
Radic_Mario,2,6,0.3333
RasconLope_JuanLuis,2,12,0.1667
Rasgado_Jr_Joaquim,2,9,0.2222
Reed_Whitney,2,5,0.4
Rettenmaier_Travis,2,4,0.5
Rincon_Mario,2,8,0.25
Rittersbacher_Harald,2,8,0.25
Rodriguez_Juan_Antonio,2,11,0.1818
Rodriquez_Pato,2,3,0.6667
Rose_Mervyn,2,9,0.2222
Rowe_Brad,2,6,0.3333
Rudman_George,2,8,0.25
Ruiz_Rafael,2,9,0.2222
Russell_Joseph,2,3,0.6667
Saila_Pekka,2,8,0.25
Saoudi_Slimane,2,5,0.4
Saul_Jackie,2,10,0.2
Saville_Luke,2,5,0.4
Segura_Spencer,2,16,0.125
Settergren_Johan,2,6,0.3333
Shin_HanCheol,2,5,0.4
Silva_Julio,2,11,0.1818
Smith_Luke,2,7,0.2857
Sobel_John,2,10,0.2
Song_DongWook,2,5,0.4
Sorensen_Louk,2,6,0.3333
Spottl_Martin,2,5,0.4
Sprenglemeyer_Michael,2,5,0.4
Stalhandske_Thomas,2,4,0.5
Stepanek_Alex,2,11,0.1818
Stephens_John,2,5,0.4
Stiegler_Helmar,2,14,0.1429
Stock_Robert,2,8,0.25
Stuart_Ken,2,12,0.1667
Sugiarto_Sutarjo,2,8,0.25
Szymanski_Jimy,2,11,0.1818
Tarpischev_Shamil,2,5,0.4
Timonen_Matti,2,8,0.25
Torralbo_Juan,2,6,0.3333
Toulon_Gerard,2,8,0.25
Trungelliti_Marco,2,4,0.5
Tsuchihashi_Toshihisa,2,13,0.1538
Tsujino_Ryuso,2,11,0.1818
Turner_James,2,9,0.2222
Urh_Borut,2,4,0.5
Van_Emburgh_Greg,2,4,0.5
Van_Min_Paul,2,11,0.1818
Van_Nostrand_John,2,5,0.4
Vasudevan_Srinivasan,2,5,0.4
VazquezBarreira_Ernesto,2,11,0.1818
Velev_Milen,2,10,0.2
Veronelli_Diego,2,5,0.4
Vico_Uros,2,7,0.2857
Visconti_Mario,2,8,0.25
Vitoux_Frederic,2,11,0.1818
Washington_Mashiska,2,12,0.1667
Watt_Donald,2,3,0.6667
Weidenfeld_Raviv,2,8,0.25
Welgreen_Nir,2,7,0.2857
Wilson_Bobby,2,6,0.3333
Witten_Jesse,2,11,0.1818
Wooldridge_Keith,2,8,0.25
Yoo_JinSun,2,6,0.3333
Zovko_Lovro,2,10,0.2
Agudelo_Orlando,1,5,0.2
Aguilar_Jorge,1,6,0.1667
Aguirre_Ernesto,1,2,0.5
Akbari_Mohammad_Hossein,1,4,0.25
Albot_Radu,1,5,0.2
Aldi_Francesco,1,9,0.1111
Allen_Malcolm,1,6,0.1667
Anastopoulos_Athanasios,1,2,0.5
Andrade_Antonio,1,2,0.5
Anzari_Tomas,1,15,0.0667
Appleton_Michael,1,2,0.5
Aracri_Maurizio,1,2,0.5
Ardinghi_Massimo,1,5,0.2
Arevalo_Rafael,1,2,0.5
Arlozorov_Haim,1,6,0.1667
Arnold_Patricio,1,9,0.1111
Atas_Cahit,1,2,0.5
Auffray_Charles,1,7,0.1429
Auroux_Gabriel,1,2,0.5
Ayala_Juan_Carlos,1,4,0.25
Bai_Yan,1,4,0.25
Baker_Trevor,1,2,0.5
Banck_Bobby,1,2,0.5
Barber_Bill,1,2,0.5
Barker_A_G,1,2,0.5
Barniville_Harry,1,3,0.3333
Barton_Ken,1,6,0.1667
Bastie_Gilles,1,2,0.5
Bavelas_Tasos,1,8,0.125
Beckman_Charles,1,4,0.25
Beecher_Colin,1,3,0.3333
Belobrajdic_Allen,1,5,0.2
Bendall_C_J,1,2,0.5
Benson_Brian,1,2,0.5
Bernelle_Christophe,1,7,0.1429
Birchmore_Dan,1,9,0.1111
Blazekovic_Bob,1,3,0.3333
Bluett_Geoff,1,4,0.25
Boeker_Matias,1,5,0.2
Bohrnstedt_Ron,1,5,0.2
Borgener_M,1,2,0.5
Bortulan_R,1,2,0.5
Bovett_Chris,1,4,0.25
Bower_Justin,1,4,0.25
Bowman_Brian,1,2,0.5
Bradnam_Chris,1,5,0.2
Brash_Nial,1,7,0.1429
Brown_Bill,1,2,0.5
Brown_Tom,1,6,0.1667
BruguesDavi_Arnau,1,4,0.25
Bruno_Nicola,1,4,0.25
Buckley_James,1,4,0.25
Buljevic_Damir,1,4,0.25
Burgener_Michael,1,4,0.25
Buwalda_Ricky,1,4,0.25
Caballero_David,1,2,0.5
Cabeza_Salvador,1,5,0.2
Camargo_Ricardo,1,3,0.3333
Campos_Dacio,1,11,0.0909
Cannon_Shelby,1,8,0.125
Capozza_Giovanni,1,2,0.5
Carpenter_Keith_A,1,12,0.0833
Casey_Robert,1,6,0.1667
Cask_Jason,1,3,0.3333
Caviglia_Enrique,1,9,0.1111
Center_Umit,1,2,0.5
Chadaj_Adam,1,2,0.5
Christensen_Tom,1,6,0.1667
Christiaen_Yves,1,2,0.5
Claverie_Carlos,1,2,0.5
Clayton_Tim,1,2,0.5
Cobolli_Stefano,1,3,0.3333
Cocchi_Enrico,1,3,0.3333
Consolini_Marco,1,6,0.1667
Coombes_Karl,1,8,0.125
Cooper_Ashley,1,3,0.3333
Cooper_Jackie,1,4,0.25
Corn_Jim,1,2,0.5
Cosac_George,1,2,0.5
Coulthard_Richard,1,2,0.5
Couto_Emanuel,1,7,0.1429
Cowan_Bill,1,9,0.1111
Crabb_Jaymon,1,9,0.1111
Cruciat_Adrian,1,3,0.3333
Cushing_Tres,1,2,0.5
Custer_Brett,1,6,0.1667
Das_Yildirak,1,2,0.5
Dasnieres_de_Veigy_Jonathan,1,6,0.1667
Davies_Phil,1,7,0.1429
Davies_R_W,1,2,0.5
Davydenko_Philipp,1,3,0.3333
Dawson_Tony,1,5,0.2
DeHeart_Ryler,1,5,0.2
De_Gronckel_Claude,1,6,0.1667
DellAcqua_Massimo,1,6,0.1667
Dell_Donald,1,7,0.1429
Della_Otavio,1,4,0.25
Deniau_Pascal,1,2,0.5
Denman_Heath,1,6,0.1667
Deppe_Royce,1,4,0.25
Derafshijavan_Kanyab,1,4,0.25
Dogger_Paul,1,5,0.2
Dondo_Federico,1,2,0.5
Downs_Steven,1,6,0.1667
Drake_Gary,1,2,0.5
Draper_Mark,1,5,0.2
Duclos_PierreLudovic,1,4,0.25
Durand_Dominic,1,2,0.5
Eagle_Charlton,1,8,0.125
Eagleton_John,1,4,0.25
Early_Desmond,1,3,0.3333
Eastburn_John,1,4,0.25
Eaton_Chris,1,2,0.5
Economidis_Konstantinos,1,13,0.0769
Edmund_Kyle,1,9,0.1111
Egdes_David,1,2,0.5
Egorov_Victor,1,3,0.3333
Eke_Victor,1,7,0.1429
El_Aarej_Mounir,1,10,0.1
El_Mehelmy_Ahmed,1,10,0.1
Elahi_MohammedArif,1,3,0.3333
Elzer_Hansjorg,1,6,0.1667
Failla_Greg,1,5,0.2
Fancutt_Trevor,1,4,0.25
Fanucci_Fabrizio,1,7,0.1429
Fargas_Lorenzo,1,14,0.0714
Felgate_David,1,5,0.2
Ferrer_Francisco,1,3,0.3333
Field_Freddy,1,2,0.5
Fine_S,1,2,0.5
Finnberg_Axel,1,5,0.2
Flego_Igor,1,3,0.3333
Flood_Brian,1,2,0.5
Fogues_Francisco,1,3,0.3333
Fok_Wouter,1,4,0.25
Foley_Dennis,1,3,0.3333
Ford_Brian,1,2,0.5
Fort_John,1,16,0.0625
Fraile_Gorka,1,7,0.1429
Franklin_Max,1,3,0.3333
Froberg_Jonas,1,2,0.5
Fucsovics_Marton,1,3,0.3333
Furlong_Stephen,1,3,0.3333
Furusho_Eduardo,1,4,0.25
Gajardo_Ruben,1,4,0.25
Galbraith_A,1,2,0.5
Gallien_Richard,1,2,0.5
Garat_Juan,1,7,0.1429
Garcia_LuisAugusto,1,3,0.3333
Garin_Christian,1,4,0.25
Garizzio_Agustin,1,3,0.3333
Gauthier_Pier,1,6,0.1667
Gensse_Augustin,1,4,0.25
Geraghty_Barry,1,6,0.1667
Ghareeb_Mohammad,1,8,0.125
Gilmour_Bill,1,4,0.25
Gomez_Emilio,1,2,0.5
Gonzalez_Santiago,1,9,0.1111
Goodall_Josh,1,12,0.0833
Gordon_Sidney,1,3,0.3333
Goswami_Bidynt,1,4,0.25
Gottschalk_Uwe,1,4,0.25
Gould_A_J,1,2,0.5
Graham_David,1,3,0.3333
Greenhalgh_James,1,7,0.1429
Grenier_Stephane,1,5,0.2
Groen_Sander,1,8,0.125
Guse_Merv,1,2,0.5
Guti_Janos,1,2,0.5
Haas_Rudiger,1,5,0.2
Hadiman_Hadiman,1,2,0.5
Haggard_Chris,1,3,0.3333
Hammond_Anthony,1,10,0.1
Hampton_Peter,1,4,0.25
Hansson_Hans,1,8,0.125
Haradau_Dimitru,1,4,0.25
Harris_Ian,1,2,0.5
Harrison_Christian,1,2,0.5
Hassall_Terry,1,5,0.2
Hearn_Wayne,1,2,0.5
Hemmes_Fred,1,4,0.25
Hermann_Stefan,1,2,0.5
Herrero_Norberto,1,5,0.2
Hertzog_Rolf,1,5,0.2
Hilpert_Marcus,1,3,0.3333
Hilton_Mark,1,5,0.2
Hipp_Martin,1,2,0.5
Hippensteel_KJ,1,4,0.25
Hirigoyen_Ignacio,1,4,0.25
Holton_Philip,1,3,0.3333
Howes_Richard,1,2,0.5
Hunt_Alistair,1,6,0.1667
Hurlimann_Max,1,9,0.1111
Ianni_Stefano,1,2,0.5
Ilahi_MA,1,2,0.5
Iwami_Tasuku,1,4,0.25
Jacques_Warren,1,6,0.1667
Jelenic_Petar,1,2,0.5
Jenkin_R,1,2,0.5
Ji_SeungHo,1,3,0.3333
Johnston_B,1,2,0.5
Joly_Pierre,1,10,0.1
Jones_Alun,1,9,0.1111
Jones_Gordon,1,2,0.5
Jones_Greg,1,7,0.1429
Jones_Warrick,1,2,0.5
Jordan_Alvaro,1,3,0.3333
Joseph_S,1,2,0.5
Jouan_Romain,1,5,0.2
Jun_WoongSun,1,8,0.125
Kamakana_Henry,1,3,0.3333
Kanai_Taisen,1,4,0.25
Kelaidis_Nicolas,1,14,0.0714
Keller_Ney,1,7,0.1429
Kerns_Kevin,1,4,0.25
Kim_ChiWan,1,3,0.3333
Kim_Moon_Il,1,2,0.5
Kin_B,1,2,0.5
Kindlmann_Dieter,1,12,0.0833
King_Phillip,1,11,0.0909
Kischkewitz_Nicolas,1,2,0.5
Klec_Ivo,1,8,0.125
Knight_Richard_Dick,1,11,0.0909
Knittel_Bastian,1,5,0.2
Kodes_Jr_Jan,1,6,0.1667
Kok_Ralph,1,5,0.2
Kokavec_Bobby,1,5,0.2
Kondo_Hiroki,1,4,0.25
Kontinen_Henri,1,3,0.3333
Kosakowski_Daniel,1,3,0.3333
Koura_Takeshi,1,5,0.2
Kovalski_Gil,1,3,0.3333
Krajcik_Filip,1,8,0.125
Krajicek_Austin,1,4,0.25
Kralert_Petr,1,6,0.1667
Krause_Edson,1,2,0.5
Kreinberg_Adolf,1,2,0.5
Kristiansson_Ola,1,4,0.25
Krumrey_Florian,1,3,0.3333
Kube_Bernd,1,5,0.2
Kubler_Jason,1,3,0.3333
Kuramitsu_Tetsu,1,10,0.1
Ladipo_Sule,1,3,0.3333
Laimina_Omar,1,5,0.2
Lamb_Peter,1,4,0.25
Lando_Carlos,1,6,0.1667
Lane_Anthony,1,7,0.1429
Langer_Nils,1,3,0.3333
Langsford_Peter,1,7,0.1429
Larsen_Thomas,1,4,0.25
Leach_Sr_Richard,1,4,0.25
Leblanc_Sebastien,1,5,0.2
Leeds_Cary,1,11,0.0909
Lejnieks_Karlis,1,2,0.5
Lemon_Gary,1,2,0.5
Lesage_Christophe,1,4,0.25
Lesch_Andreas,1,5,0.2
Levai_Lajos,1,3,0.3333
Lewandowski_Bronislaw,1,2,0.5
Licis_Andrzej,1,3,0.3333
Likhachev_Sergei,1,13,0.0769
Lindahl_Nick,1,9,0.1111
Lindell_Christian,1,6,0.1667
Livingston_David,1,2,0.5
Lockington_Unknown,1,2,0.5
Loeb_Larry,1,2,0.5
Loizeau_JeanPierre,1,6,0.1667
Lopez_Jaen_Miguel_Angel,1,3,0.3333
Lovera_Jean,1,5,0.2
Lu_Hao,1,2,0.5
Lundstedt_Bengt,1,3,0.3333
Luxa_Petr,1,20,0.05
Luza_Gustavo,1,5,0.2
Lyndon_Mark,1,2,0.5
Maasdorp_Denys,1,5,0.2
MacDonald_A,1,2,0.5
Machidori_Akifumi,1,4,0.25
Madani_Ali,1,7,0.1429
Mair_Harald,1,3,0.3333
Mandelstam_Rodney,1,2,0.5
Manset_Jacques,1,3,0.3333
Marchetti_Gianni,1,6,0.1667
Marco_Daniel,1,2,0.5
Marcu_Gavorielle,1,10,0.1
Marcu_Viorel,1,13,0.0769
Marcus_Brian,1,6,0.1667
Marsh_Clinton,1,6,0.1667
Martinez_Ignacio,1,3,0.3333
Martorell_Alberto,1,8,0.125
Marzenell_Gerald,1,2,0.5
Mas_Jordi,1,4,0.25
Matheson_Ross,1,5,0.2
Matsukevich_Denis,1,4,0.25
Mattos_Gabriel,1,4,0.25
Mazzocchi_Flavio,1,2,0.5
McClune_Michael,1,3,0.3333
McCormick_Don,1,11,0.0909
McDonald_Frank,1,4,0.25
McDonald_Matthew,1,5,0.2
McKee_Roger,1,4,0.25
McManus_John,1,2,0.5
Mecir_Miloslav,1,4,0.25
Meer_Saeed,1,8,0.125
Meesawat_Supot,1,2,0.5
Mertens_Yannick,1,3,0.3333
Merz_Miguel,1,2,0.5
Messori_Filippo,1,7,0.1429
Meyers_Rick,1,3,0.3333
Michon_Axel,1,2,0.5
Mild_Gerald,1,5,0.2
Mills_John,1,4,0.25
Milojevic_Nikola,1,2,0.5
Mincek_Zdravko,1,2,0.5
Mirad_Gerardo,1,2,0.5
Misra_Gaurav,1,6,0.1667
Mitchell_David,1,3,0.3333
Miyake_Ryoichi,1,2,0.5
Molin_John,1,3,0.3333
Molina_Javier,1,2,0.5
Monan_Bill,1,3,0.3333
Morea_Enrique,1,2,0.5
Moriya_Hiroki,1,6,0.1667
Mors_Peter,1,2,0.5
Mortoire_P,1,2,0.5
Motoi_Mitsuru,1,2,0.5
Mott_Tom,1,4,0.25
Mozur_Tom,1,6,0.1667
Mukherjea_Chiradip,1,2,0.5
Murdono_Diko,1,2,0.5
Musa_Daniele,1,7,0.1429
Myers_Eddie,1,2,0.5
NGoran_Clement,1,3,0.3333
Nagler_Larry,1,5,0.2
Naguro_Akinori,1,5,0.2
Naude_Leon,1,2,0.5
Nealon_Billy,1,11,0.0909
Nemati_Ezzat,1,4,0.25
Newman_Butch,1,2,0.5
Newton_Geoffery,1,2,0.5
Nihonmatsu_Hajime,1,2,0.5
Nilsson_Magnus,1,2,0.5
Nishiwaki_Takehiko,1,5,0.2
Nitsche_Bodo,1,2,0.5
Nixon_Randy,1,12,0.0833
Novikov_Dennis,1,2,0.5
Nunez_Hugo,1,5,0.2
Nunna_Bhanu,1,10,0.1
Oliver_Graham,1,3,0.3333
Oropez_Guillermo,1,5,0.2
Ortegren_Johan,1,3,0.3333
Ortiz_Oscar,1,7,0.1429
Oswald_Philipp,1,4,0.25
Oudsema_Scott,1,5,0.2
Palafox_Antonio,1,6,0.1667
Palandjian_Peter,1,4,0.25
Parker_Al,1,11,0.0909
Parker_Larry,1,4,0.25
Pasarell_Stanley,1,6,0.1667
Pedersen_BentOve,1,3,0.3333
Pedlow_Cecil,1,2,0.5
Penberthy_Gary,1,2,0.5
Penetta_Paschoal,1,2,0.5
Peppas_Solon,1,4,0.25
Perez_Didac,1,7,0.1429
Perry_Norm,1,5,0.2
Peter_Jens,1,2,0.5
Pettman_Max,1,3,0.3333
Piacentile_JeanMarc,1,5,0.2
Pilet_Gerard,1,2,0.5
Popovic_Petar,1,2,0.5
Pospisil_Jaroslav,1,8,0.125
Pospisil_Tony,1,2,0.5
Powers_Mike,1,5,0.2
